student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
726491,5.8,86.9,6.6,74.4,B
677119,19.1,89.6,3.6,89.4,A
578699,4.0,86.4,7.1,60.4,C
606721,17.7,88.2,4.9,100.0,A
536490,9.5,73.0,4.6,67.8,C
727185,19.4,100.0,7.5,100.0,A
71335,15.9,81.5,7.1,90.1,A
104336,6.1,73.2,3.3,82.6,B
94123,7.4,81.2,3.1,80.5,B
307238,14.0,80.1,6.6,98.6,A
871697,17.2,87.7,8.2,100.0,A
808804,7.0,100.0,9.3,80.1,B
226849,26.9,73.9,3.2,100.0,A
686654,16.7,94.2,9.3,100.0,A
950799,19.7,66.8,7.6,90.6,A
144660,16.9,89.8,5.3,88.0,A
156743,19.2,92.2,4.3,100.0,A
633628,15.7,74.5,9.4,94.9,A
746690,18.4,63.6,2.3,100.0,A
96776,3.2,86.9,5.3,78.8,B
364190,20.2,90.2,4.1,100.0,A
382316,8.2,93.4,9.4,52.7,D
264296,19.0,100.0,5.6,99.8,A
681053,6.7,77.6,10.0,85.2,A
854940,15.7,100.0,8.7,80.4,B
322762,5.6,90.9,6.8,65.1,C
822360,18.3,78.6,7.4,71.3,B
654507,9.1,96.0,1.0,81.1,B
868325,0.0,90.5,5.8,62.7,C
637814,16.8,80.1,6.4,84.6,B
631326,11.1,91.1,7.0,91.2,A
835901,13.5,90.9,5.9,86.5,A
570643,16.3,72.5,3.9,85.5,A
123262,6.8,81.5,6.4,72.1,B
704065,14.2,89.4,2.4,75.8,B
10281,17.4,80.9,7.0,85.6,A
131640,15.2,78.1,5.9,81.7,B
995140,18.0,68.8,9.1,97.2,A
679692,16.2,61.9,6.6,98.5,A
100240,10.5,98.8,6.2,81.3,B
955339,23.1,75.7,5.8,90.9,A
344692,18.6,71.1,4.7,83.9,B
389656,15.5,83.7,3.8,80.6,B
204176,13.8,83.1,5.5,89.2,A
82966,23.1,89.9,5.7,94.6,A
407594,12.9,81.1,6.7,64.5,C
316893,4.1,82.5,8.0,54.5,D
50459,10.9,81.4,7.6,87.0,A
940971,8.2,90.8,10.0,66.8,C
932336,20.9,67.4,3.5,100.0,A
419181,11.7,84.3,5.0,73.2,B
653426,8.4,95.4,6.0,67.5,C
415273,15.9,67.9,5.0,89.5,A
891365,25.0,86.0,4.3,100.0,A
656874,16.0,78.7,9.1,85.7,A
763001,21.3,89.3,6.7,100.0,A
407930,16.3,82.5,8.4,77.5,B
277917,15.3,80.6,1.9,80.1,B
654524,24.9,96.5,6.2,100.0,A
388668,30.2,66.7,4.7,100.0,A
106695,23.1,85.8,5.2,100.0,A
513925,16.4,98.4,5.2,67.0,C
977030,1.1,80.3,1.8,46.4,D
117746,23.9,100.0,6.8,97.3,A
852506,12.5,68.3,8.7,74.8,B
145842,16.3,82.8,4.4,96.8,A
520091,18.7,88.9,6.8,98.1,A
429423,16.6,86.7,8.5,82.9,B
57152,9.6,100.0,9.6,79.1,B
193864,12.9,76.3,4.4,92.0,A
199153,23.6,68.2,4.4,100.0,A
542146,20.6,100.0,7.2,100.0,A
853790,13.5,80.9,2.1,100.0,A
813744,7.3,82.1,10.0,53.5,D
659370,8.8,85.2,5.4,70.4,B
889359,24.4,91.6,4.0,100.0,A
148032,30.4,80.5,9.3,100.0,A
367471,23.8,86.4,5.3,100.0,A
924113,19.5,71.4,4.5,100.0,A
168209,18.0,76.4,7.1,81.2,B
728998,10.9,95.9,6.4,76.6,B
242992,26.4,95.5,7.9,100.0,A
471270,4.2,85.2,10.0,64.1,C
172833,22.7,83.4,3.9,100.0,A
604924,0.1,93.0,7.6,53.4,D
350157,13.1,91.9,5.7,83.2,B
422126,16.4,89.1,6.3,90.5,A
90827,22.5,81.0,6.5,95.0,A
770424,7.8,78.5,6.0,56.6,C
494906,0.0,85.0,6.6,57.9,C
660216,15.3,78.1,5.8,86.0,A
987906,12.0,59.6,3.9,81.4,B
556557,21.0,86.9,3.4,84.4,B
527361,25.9,76.5,4.7,100.0,A
114642,1.6,86.4,9.5,70.8,B
249625,5.1,79.0,1.6,68.7,C
113331,13.4,100.0,3.3,81.1,B
325799,35.3,97.2,5.3,100.0,A
642739,18.7,91.5,5.0,97.3,A
877656,16.7,92.8,5.6,98.4,A
411820,10.8,76.0,3.8,80.8,B
295821,14.1,96.3,4.4,98.3,A
874957,10.7,79.6,4.8,90.2,A
974903,10.0,86.0,4.5,72.2,B
547865,24.4,92.8,8.1,100.0,A
150850,27.7,93.4,4.9,100.0,A
423049,27.1,78.9,2.2,100.0,A
85076,21.2,78.0,5.8,100.0,A
55609,21.9,83.2,4.9,100.0,A
961952,23.9,93.4,5.2,100.0,A
287546,12.2,89.8,7.2,79.4,B
260724,22.3,95.5,7.3,100.0,A
560030,14.4,99.4,6.4,77.9,B
773492,20.1,96.7,5.9,100.0,A
203166,11.1,92.6,5.8,66.7,C
143513,11.0,77.9,6.4,90.5,A
518252,16.3,76.7,3.7,84.6,B
575319,11.0,98.9,6.1,97.2,A
62055,21.3,93.6,5.6,100.0,A
575275,16.4,87.0,10.0,89.9,A
95023,8.6,80.9,6.8,68.7,C
831126,10.9,91.7,7.1,72.6,B
476864,7.7,83.5,3.6,57.2,C
774024,19.1,70.5,6.5,87.7,A
286364,20.7,75.8,5.8,100.0,A
740115,17.7,78.3,1.8,95.0,A
248449,11.4,87.0,2.9,64.4,C
749069,6.2,91.7,5.3,59.3,C
84174,8.2,83.7,4.3,77.2,B
443468,21.6,79.1,3.3,90.2,A
116099,17.0,92.6,4.2,80.6,B
645961,22.9,76.3,5.0,100.0,A
741688,27.7,99.6,5.6,100.0,A
877038,10.8,95.7,8.4,70.9,B
613140,13.8,71.9,7.7,92.0,A
31719,10.3,79.3,5.8,84.5,B
347858,26.9,84.5,7.3,100.0,A
634833,14.3,90.6,6.9,100.0,A
68075,0.0,83.9,3.5,54.2,D
694629,10.4,85.2,4.0,80.6,B
669912,14.1,96.0,3.0,85.8,A
484362,12.3,90.4,6.1,71.7,B
97682,4.3,92.3,8.3,61.6,C
586845,9.3,72.4,7.4,67.5,C
642935,10.7,100.0,2.3,50.4,D
1688,16.4,83.4,5.1,85.3,A
316179,18.3,81.5,5.0,100.0,A
529972,15.0,76.6,2.8,100.0,A
580428,35.6,79.5,1.3,100.0,A
760824,21.5,75.4,6.4,100.0,A
749366,13.4,73.8,6.5,93.7,A
565743,11.7,94.9,3.9,75.6,B
986564,21.6,75.2,5.8,100.0,A
172535,11.5,75.2,7.0,76.5,B
730591,12.3,72.4,5.8,72.5,B
581839,27.7,93.9,2.7,100.0,A
283941,21.0,100.0,5.1,100.0,A
817740,20.0,62.1,6.6,87.9,A
255323,15.4,93.9,6.3,85.9,A
642901,26.6,85.7,4.4,100.0,A
558499,6.3,95.3,7.9,52.5,D
341417,20.7,90.3,6.5,100.0,A
679898,24.3,83.4,4.5,97.9,A
855550,16.5,100.0,7.3,80.7,B
312743,10.2,94.2,5.1,58.0,C
640064,23.4,87.4,10.0,100.0,A
354714,12.1,100.0,4.9,68.7,C
878008,26.0,90.1,2.6,100.0,A
859843,18.4,81.8,5.9,91.8,A
560821,9.4,68.9,4.3,74.2,B
945188,0.0,77.4,4.2,40.0,F
338212,24.9,90.1,3.1,100.0,A
161166,7.0,73.4,5.4,75.8,B
914288,8.3,100.0,7.5,64.0,C
745047,23.2,71.1,3.4,100.0,A
772927,15.4,73.7,5.9,93.1,A
344967,11.3,88.2,8.6,87.4,A
681565,18.1,96.7,2.6,88.1,A
28483,19.0,82.7,6.2,99.1,A
546718,15.1,81.8,3.2,88.1,A
218061,4.1,80.6,8.8,52.0,D
292605,19.7,98.4,7.4,88.0,A
177049,4.2,82.5,5.5,65.6,C
210984,21.7,100.0,9.3,96.6,A
652481,5.9,71.7,4.4,88.6,A
295401,12.2,87.0,4.0,86.1,A
782533,8.5,95.9,4.8,83.8,B
819784,16.1,80.1,9.2,97.6,A
65190,8.2,90.9,3.8,73.8,B
835055,21.1,82.4,10.0,98.8,A
206644,11.3,89.5,7.3,81.7,B
530466,27.3,69.6,3.4,100.0,A
518554,22.4,100.0,4.6,100.0,A
548208,7.2,95.3,2.9,61.2,C
713360,18.8,100.0,6.1,100.0,A
341088,15.4,86.5,2.6,95.4,A
467419,16.8,82.8,6.5,75.6,B
983163,0.0,87.4,9.7,34.0,F
596243,8.2,88.0,7.6,70.5,B
88293,19.2,83.0,4.1,89.8,A
273847,29.0,83.0,4.9,100.0,A
21620,11.2,82.2,4.8,78.5,B
66119,25.0,83.8,4.0,100.0,A
827998,14.9,87.9,7.9,96.8,A
849467,17.6,77.6,3.8,82.2,B
66972,20.6,72.9,4.8,100.0,A
667015,0.0,76.1,7.6,53.3,D
379237,8.0,93.3,7.6,68.5,C
435307,28.3,65.6,3.8,100.0,A
570731,7.8,77.1,5.7,70.4,B
472868,18.2,76.3,7.3,80.7,B
874942,18.0,94.3,4.3,83.3,B
698576,21.0,67.8,5.8,100.0,A
569590,0.7,67.5,3.2,39.5,F
174579,9.9,74.6,5.0,85.3,A
821794,32.0,81.2,6.5,100.0,A
142576,16.1,76.2,5.4,90.5,A
802583,26.0,74.7,5.9,100.0,A
28190,8.6,78.5,6.4,76.2,B
473588,17.5,91.7,4.5,88.1,A
920349,7.5,86.5,5.6,72.3,B
499799,9.0,100.0,6.4,63.3,C
798654,25.1,95.5,9.3,100.0,A
265980,23.0,76.9,7.1,100.0,A
853588,6.8,89.4,6.6,62.1,C
394286,6.5,82.2,7.4,58.2,C
986730,12.2,90.9,7.1,100.0,A
751225,18.9,95.0,6.3,85.8,A
425063,10.2,87.7,8.3,77.1,B
525636,9.9,89.3,3.9,70.4,B
248103,18.0,79.1,5.3,100.0,A
167673,15.0,81.5,7.1,77.6,B
25564,13.6,81.3,9.4,87.1,A
48353,18.9,87.0,7.3,91.7,A
6991,19.1,100.0,6.1,87.1,A
310493,8.6,91.4,3.3,79.1,B
618428,15.8,87.6,7.3,99.8,A
89711,11.9,95.1,4.6,61.6,C
406290,11.8,86.7,7.1,76.5,B
316191,5.8,83.8,5.5,54.6,D
900014,13.6,89.6,5.6,91.8,A
281487,32.5,90.1,1.1,100.0,A
219260,13.7,88.4,8.4,79.0,B
432579,6.3,76.3,7.1,64.0,C
3187,6.6,88.8,6.0,66.2,C
936863,6.1,98.4,6.2,81.3,B
186,20.0,84.5,3.8,100.0,A
828512,20.4,100.0,4.0,100.0,A
987705,23.3,100.0,4.8,100.0,A
363639,7.1,91.7,8.0,82.2,B
857705,17.5,91.4,6.3,90.0,A
923787,12.9,74.2,4.3,67.8,C
780608,21.9,78.1,5.0,96.3,A
605585,7.3,99.4,5.6,57.6,C
673139,9.7,78.0,4.4,62.2,C
769000,27.6,92.4,4.4,100.0,A
988561,10.1,72.2,5.3,80.3,B
839930,14.4,89.8,7.2,95.4,A
556518,14.8,91.5,3.2,81.7,B
879040,22.0,87.4,6.3,94.9,A
716325,23.8,85.9,7.0,86.1,A
116804,7.4,84.5,6.7,54.1,D
553497,12.3,100.0,3.9,75.9,B
118593,11.3,100.0,7.0,72.2,B
226601,12.0,82.2,10.0,83.3,B
717659,12.8,88.8,7.6,87.8,A
782154,5.8,94.5,7.8,69.1,C
544743,21.7,74.6,2.7,85.3,A
776977,19.7,91.7,6.3,97.8,A
952532,6.9,84.7,1.7,64.2,C
138560,19.5,86.9,3.8,86.9,A
942492,20.2,88.7,6.0,96.4,A
341626,22.4,86.2,5.9,100.0,A
150876,10.8,100.0,7.5,69.3,C
524597,21.3,71.5,5.5,100.0,A
989443,17.3,66.5,7.6,98.6,A
842295,1.1,96.8,3.6,53.9,D
1420,18.6,81.2,5.6,91.9,A
41148,22.1,82.2,7.8,87.0,A
139894,7.4,98.6,4.0,63.0,C
940831,15.4,90.3,2.9,83.3,B
528464,12.1,87.0,5.1,78.8,B
229498,9.3,80.3,5.0,100.0,A
171814,12.7,80.4,3.6,72.7,B
911537,22.7,68.4,8.9,100.0,A
517518,15.6,100.0,7.5,91.4,A
572723,18.4,71.3,5.1,99.2,A
409043,15.3,92.6,5.4,91.5,A
61336,18.5,91.4,6.7,95.7,A
470884,1.1,80.1,5.8,42.6,D
208700,16.3,90.1,10.0,100.0,A
480310,8.7,81.1,7.6,61.2,C
178921,3.4,93.8,6.5,68.2,C
284129,22.2,59.4,8.7,100.0,A
148100,24.4,94.9,5.2,95.3,A
311114,21.0,84.7,4.2,100.0,A
310410,11.3,86.0,6.4,85.2,A
64222,16.4,70.6,5.7,88.1,A
472435,10.7,75.5,8.9,68.6,C
767456,14.5,85.8,4.2,87.0,A
753347,15.2,79.8,6.0,82.4,B
243193,12.9,71.6,6.7,75.3,B
258968,24.7,78.0,5.5,100.0,A
648195,11.2,53.3,0.6,69.4,C
342144,24.0,93.0,2.8,100.0,A
18207,15.5,78.9,7.6,88.2,A
15320,14.6,75.9,5.6,98.6,A
935377,10.8,97.9,8.1,64.5,C
900271,12.2,95.4,3.8,78.6,B
135143,23.9,93.9,8.5,99.6,A
938095,19.0,71.6,4.9,100.0,A
374469,11.7,78.1,5.0,68.0,C
92637,8.9,93.4,5.4,86.4,A
213062,21.9,81.9,7.5,100.0,A
641556,24.8,87.2,3.2,100.0,A
719801,12.0,98.3,4.6,83.0,B
606638,19.7,96.3,8.2,90.8,A
257016,10.5,87.8,5.3,84.6,B
266422,23.8,74.5,6.1,100.0,A
137456,7.5,84.0,9.3,86.1,A
698401,10.7,85.8,5.7,87.3,A
459215,10.1,72.4,10.0,67.7,C
701772,18.3,81.9,5.1,96.5,A
465621,15.5,73.9,8.9,80.1,B
788726,9.8,83.2,2.2,33.9,F
348320,2.1,99.1,3.0,47.8,D
43196,18.9,73.3,6.5,100.0,A
472316,0.0,91.3,5.7,52.1,D
912631,28.9,72.4,5.0,100.0,A
84824,17.9,100.0,7.2,100.0,A
591877,8.3,93.9,4.7,79.1,B
573703,21.8,82.0,9.2,98.8,A
494053,14.7,81.6,10.0,91.5,A
698633,17.5,83.4,6.3,93.4,A
749780,16.9,83.5,1.7,95.1,A
317119,25.3,84.0,9.6,100.0,A
600960,9.1,88.4,10.0,75.5,B
688456,11.8,76.7,6.8,94.9,A
883201,2.4,80.0,4.4,54.2,D
919874,6.3,89.3,5.4,76.2,B
270982,20.4,82.9,7.4,91.1,A
199838,31.5,71.2,10.0,100.0,A
974207,27.3,93.1,7.3,100.0,A
794147,18.9,92.0,3.6,93.1,A
470149,15.0,100.0,1.8,93.6,A
253023,12.9,75.1,5.8,82.8,B
20430,13.5,63.6,8.3,82.7,B
397548,14.0,72.2,6.5,100.0,A
435534,16.0,77.6,4.8,78.7,B
233493,10.6,99.0,8.4,73.3,B
592567,12.4,79.4,6.2,69.8,C
339673,4.2,87.3,5.7,58.1,C
912042,17.8,85.6,4.8,86.5,A
736473,13.3,100.0,3.8,73.2,B
183978,27.0,76.4,9.7,100.0,A
472702,6.5,78.8,3.3,74.4,B
351991,23.2,96.7,5.0,100.0,A
770155,11.7,90.0,3.2,90.1,A
51571,3.8,89.2,7.8,61.8,C
287634,11.6,85.2,3.9,88.6,A
930941,11.2,80.1,3.1,82.3,B
162709,7.5,78.1,5.1,72.6,B
299695,0.0,79.7,7.0,33.7,F
814776,19.4,59.5,7.8,82.8,B
918193,30.4,93.3,5.6,100.0,A
102495,18.9,86.3,3.7,87.8,A
934982,21.8,93.3,2.5,100.0,A
864191,14.9,76.8,6.4,78.2,B
740129,20.2,94.1,6.0,94.6,A
212316,1.6,82.1,9.6,33.4,F
96038,19.2,92.4,5.9,100.0,A
261767,14.1,76.4,8.1,81.6,B
797898,14.5,94.4,4.3,83.7,B
433808,12.1,64.3,7.0,85.6,A
878444,9.5,84.9,4.5,69.8,C
749973,1.9,88.3,7.1,52.6,D
866792,22.7,86.4,6.9,100.0,A
489291,11.6,80.6,4.1,76.2,B
746892,15.2,87.6,4.4,96.4,A
60426,13.5,88.8,5.2,67.8,C
852055,10.2,83.5,5.7,89.6,A
398712,26.4,98.4,4.8,100.0,A
441904,8.8,88.8,5.9,77.0,B
736864,12.9,91.5,5.5,87.5,A
450051,4.3,90.4,0.0,46.2,D
783303,16.1,79.6,7.6,68.5,C
990101,5.9,85.0,4.8,71.5,B
910862,10.9,85.6,7.9,87.3,A
203767,20.4,93.5,5.0,94.4,A
958980,18.5,90.3,7.6,100.0,A
756920,9.6,100.0,10.0,82.6,B
220794,26.4,80.6,5.9,100.0,A
246490,10.6,92.7,6.8,68.7,C
104202,7.2,90.0,4.0,74.4,B
43901,13.9,75.9,9.0,87.5,A
463476,22.5,78.9,10.0,100.0,A
15027,15.7,75.2,3.5,84.4,B
671106,21.9,91.9,5.7,100.0,A
46483,7.5,68.3,6.3,92.9,A
45454,20.2,91.3,2.6,100.0,A
440814,9.3,81.0,6.3,81.6,B
476756,8.2,73.0,6.0,56.9,C
493284,16.5,85.1,1.8,77.9,B
311913,26.4,91.6,4.6,100.0,A
694306,19.2,89.1,5.5,88.7,A
10788,14.4,84.9,4.5,83.4,B
951441,18.5,74.4,6.1,100.0,A
250813,11.1,72.7,5.2,70.8,B
234996,8.4,97.0,6.0,73.7,B
830280,6.0,72.6,3.4,56.1,C
188735,13.2,89.7,8.5,77.0,B
257104,24.4,82.0,4.3,100.0,A
384737,22.9,73.0,5.4,100.0,A
203338,5.3,81.9,6.6,65.6,C
112502,7.9,97.5,6.0,81.1,B
703029,7.8,77.7,2.8,72.8,B
478022,21.5,72.8,5.1,100.0,A
678022,7.2,83.5,4.1,65.7,C
370778,18.2,83.2,6.5,100.0,A
775780,20.9,74.0,7.7,100.0,A
776951,14.3,76.9,4.0,87.8,A
336406,19.8,84.4,5.0,92.9,A
426548,12.6,100.0,2.4,82.6,B
482580,13.4,75.6,4.1,80.1,B
851263,18.3,81.0,10.0,85.1,A
189059,16.0,81.6,0.0,75.3,B
434094,6.4,80.1,5.3,69.9,C
801020,17.1,87.8,5.3,82.8,B
198581,18.1,79.6,6.6,90.9,A
943369,13.1,84.9,5.0,88.2,A
969467,26.8,97.7,4.8,100.0,A
808358,15.2,83.9,9.5,96.2,A
228922,18.6,83.3,7.5,91.1,A
73434,15.7,86.7,4.5,100.0,A
82968,12.5,88.1,8.0,76.8,B
973507,12.9,80.4,3.7,72.5,B
180106,9.0,67.2,8.7,56.1,C
161306,29.2,85.7,7.1,100.0,A
429902,5.2,83.6,6.8,50.9,D
268994,28.8,85.3,5.0,100.0,A
319755,13.2,84.3,8.8,85.1,A
756987,15.8,71.8,9.9,79.2,B
574293,10.8,95.5,6.1,72.5,B
142498,12.3,61.8,5.9,87.6,A
428579,5.4,98.7,5.4,71.9,B
416363,9.9,73.1,8.6,81.6,B
93059,18.4,81.8,5.1,99.0,A
309790,18.5,74.5,8.3,100.0,A
652487,17.1,87.5,7.1,94.5,A
935272,5.7,73.8,7.5,49.8,D
124022,30.4,76.4,4.0,100.0,A
757968,0.0,83.4,6.4,48.5,D
540939,7.6,72.8,4.4,68.9,C
434564,13.5,91.1,6.8,100.0,A
415117,15.0,89.3,5.9,87.7,A
615425,10.0,91.6,2.9,82.7,B
674240,5.9,87.8,8.3,56.1,C
511986,0.8,79.5,3.6,44.2,D
986800,8.0,79.1,5.4,70.1,B
729726,0.0,90.2,6.2,58.7,C
298964,12.6,83.2,7.5,70.8,B
638947,7.4,82.2,5.5,56.7,C
846762,10.4,82.7,5.8,73.7,B
506447,24.9,95.5,7.0,100.0,A
810533,19.6,66.8,5.1,100.0,A
254578,22.0,95.1,4.4,89.3,A
232955,11.7,87.9,2.6,75.4,B
157416,7.2,97.9,4.7,68.5,C
285393,24.5,75.2,2.9,100.0,A
552701,25.8,76.7,7.9,100.0,A
273317,5.2,86.6,7.9,62.0,C
293189,20.6,88.9,6.5,86.8,A
571987,10.1,77.7,4.3,77.3,B
210130,15.3,83.9,5.8,80.8,B
278963,23.5,83.2,7.1,100.0,A
66743,4.5,83.8,9.2,71.9,B
661791,19.2,85.0,7.0,76.1,B
36859,0.0,82.0,6.5,50.5,D
738967,17.7,68.8,4.2,100.0,A
463859,20.7,84.3,7.4,100.0,A
229102,24.4,86.6,10.0,100.0,A
922911,20.5,88.7,7.8,100.0,A
250343,16.8,77.6,5.5,74.1,B
753577,23.7,64.8,6.7,100.0,A
616460,16.1,100.0,7.5,85.1,A
232897,26.5,100.0,5.3,100.0,A
876087,21.0,94.2,4.6,98.1,A
318420,16.0,82.0,8.1,85.3,A
500255,20.4,100.0,6.6,93.7,A
657176,13.7,83.3,5.9,86.8,A
404972,23.2,98.9,7.1,96.5,A
477363,4.4,77.9,6.9,69.9,C
219582,12.5,73.4,4.7,84.9,B
211636,12.5,92.1,5.9,82.4,B
834382,16.8,77.7,5.1,94.4,A
764676,14.2,100.0,4.6,92.5,A
791942,18.2,72.4,5.5,87.4,A
184426,12.0,84.5,10.0,71.1,B
945548,16.3,100.0,5.8,86.7,A
679378,4.0,88.2,6.1,60.9,C
30005,22.2,86.1,5.4,97.4,A
294104,25.8,88.9,6.4,100.0,A
771656,12.8,81.2,6.9,79.9,B
343666,9.0,86.2,5.9,75.5,B
275109,0.0,78.6,3.9,49.1,D
302651,10.4,78.6,7.5,72.1,B
786183,19.6,81.8,1.2,87.9,A
926558,18.7,83.1,5.9,84.8,B
292841,5.1,94.6,5.8,66.9,C
460471,22.0,97.9,4.6,100.0,A
724263,14.2,81.8,7.6,100.0,A
374689,15.7,58.5,4.6,91.6,A
865360,20.0,88.1,5.7,100.0,A
691911,2.3,97.0,9.1,59.1,C
433974,20.5,90.8,6.7,94.6,A
355089,8.0,86.4,7.8,67.0,C
610095,10.2,78.7,3.2,86.6,A
411529,5.5,88.3,5.0,84.9,B
362351,12.0,88.8,6.6,73.1,B
792664,0.0,94.3,5.8,46.0,D
252686,18.4,86.5,7.1,92.6,A
898318,21.5,92.3,8.6,100.0,A
547586,11.2,79.8,8.0,59.7,C
435081,18.6,85.8,4.9,69.7,C
88847,19.1,85.4,8.4,79.7,B
743297,12.9,100.0,7.1,74.9,B
958881,6.5,86.5,9.8,58.3,C
166877,18.6,82.6,10.0,100.0,A
689486,15.0,91.3,6.3,80.0,B
546262,12.0,94.8,4.8,81.4,B
849890,9.9,86.2,3.7,60.6,C
920978,11.5,74.9,6.3,79.0,B
306235,6.4,89.2,5.5,62.9,C
422361,25.0,100.0,8.3,100.0,A
668745,16.7,86.4,3.3,78.0,B
675769,13.7,75.2,7.6,84.5,B
787090,1.6,100.0,8.2,61.6,C
378095,7.0,74.1,4.4,75.0,B
355874,13.7,100.0,7.3,90.4,A
188738,8.8,92.8,3.6,56.7,C
618548,5.7,83.2,3.5,58.8,C
115124,11.2,91.2,6.7,90.3,A
105157,17.9,100.0,3.2,100.0,A
93719,16.9,100.0,6.9,92.1,A
460320,9.7,93.7,8.1,77.3,B
426653,11.8,78.5,8.4,74.3,B
476177,11.1,66.0,9.3,64.7,C
840542,11.2,82.7,6.4,76.7,B
797602,15.3,71.7,8.0,71.4,B
635701,10.0,77.1,7.4,76.5,B
517386,8.6,90.0,4.5,80.5,B
343774,8.8,96.9,8.3,65.1,C
479067,17.8,92.8,6.8,97.8,A
19416,17.0,78.4,8.4,100.0,A
982085,16.0,89.1,8.0,73.7,B
683617,10.4,100.0,6.1,60.5,C
915213,6.8,81.2,8.0,73.9,B
417695,11.0,91.1,4.0,61.6,C
417954,5.9,76.3,5.3,74.8,B
835558,14.7,88.2,7.7,88.6,A
947238,19.5,95.7,3.3,100.0,A
503699,9.4,71.6,6.9,84.0,B
869189,0.0,85.7,5.5,52.7,D
25365,7.0,69.1,6.0,71.8,B
650780,26.0,91.7,5.5,100.0,A
301729,24.0,78.9,8.6,100.0,A
786605,0.0,81.3,4.6,62.2,C
44856,15.2,71.2,6.9,85.8,A
973612,16.0,89.3,5.8,97.7,A
493413,8.7,78.2,7.5,68.6,C
214541,20.1,79.4,4.1,100.0,A
825185,8.7,70.2,5.2,69.2,C
218056,9.4,73.8,9.4,80.8,B
782905,12.5,73.4,5.0,75.4,B
125457,13.4,80.7,7.1,84.3,B
505615,15.1,93.0,7.9,80.6,B
469783,18.4,92.7,7.2,100.0,A
373642,28.0,91.6,8.9,100.0,A
587397,21.8,100.0,7.4,100.0,A
807385,12.6,75.5,7.6,84.3,B
764646,6.4,90.7,3.9,74.3,B
602265,11.3,93.8,5.1,74.0,B
213410,13.4,81.2,3.1,68.2,C
881163,23.6,86.2,6.6,100.0,A
195411,18.2,100.0,7.7,100.0,A
968088,19.7,77.5,8.7,94.0,A
366921,18.0,73.9,6.3,90.4,A
656970,19.1,81.4,7.4,100.0,A
529665,8.9,75.5,2.6,91.9,A
687218,10.6,92.1,5.6,67.9,C
563087,18.5,72.7,6.6,100.0,A
256367,13.2,75.1,5.2,54.5,D
453278,24.0,90.1,8.6,100.0,A
880865,13.9,75.7,6.6,78.4,B
711135,14.8,85.2,6.7,82.1,B
704105,13.7,83.6,5.0,68.6,C
56244,26.3,81.4,9.8,100.0,A
822246,17.1,79.9,2.4,100.0,A
624760,16.1,81.3,2.5,100.0,A
530362,15.0,76.0,8.0,80.7,B
259804,14.7,89.1,8.4,84.7,B
858502,10.7,61.3,8.3,75.2,B
355001,13.8,80.0,9.4,98.5,A
523543,19.1,88.8,4.5,100.0,A
616666,7.1,81.3,3.8,49.0,D
942736,11.6,97.1,10.0,75.4,B
895212,20.4,99.5,4.5,96.7,A
533646,29.8,80.5,4.3,100.0,A
900835,14.5,73.0,6.5,88.9,A
750710,13.0,77.9,9.8,79.0,B
32446,20.0,85.4,4.8,97.4,A
629569,24.3,81.2,6.7,100.0,A
751730,12.7,99.5,5.7,65.8,C
684406,14.4,95.1,3.9,86.9,A
984543,9.0,67.3,3.4,82.0,B
398821,10.7,81.7,4.9,78.2,B
477821,6.7,89.6,7.0,73.9,B
145860,10.9,82.5,8.0,84.5,B
336067,12.2,92.1,7.0,87.9,A
298192,19.9,86.4,5.7,87.7,A
179653,9.1,76.9,9.7,83.2,B
300708,8.8,92.6,2.1,56.3,C
329169,12.9,96.5,4.9,72.3,B
865182,38.5,73.5,8.8,100.0,A
448473,20.1,80.2,8.6,100.0,A
39017,14.8,93.0,5.0,94.7,A
890141,12.7,67.9,5.6,78.0,B
846450,10.1,82.9,2.2,70.0,B
310983,15.5,74.1,8.8,85.2,A
219904,17.3,69.9,6.4,86.0,A
136768,20.0,95.7,7.5,100.0,A
647937,24.3,87.6,5.2,100.0,A
823559,8.8,100.0,6.5,73.7,B
859121,21.2,83.1,3.2,100.0,A
209809,9.7,70.9,5.5,99.1,A
581864,14.1,76.8,6.1,83.4,B
629135,0.0,100.0,5.6,59.7,C
249242,22.6,97.8,4.0,100.0,A
181882,8.7,75.4,7.5,60.3,C
833334,15.1,79.1,3.8,79.3,B
905250,11.9,95.9,6.8,96.7,A
95700,2.2,75.6,2.5,51.9,D
299975,12.8,78.0,2.8,87.9,A
168359,11.6,86.2,8.4,76.2,B
925260,10.2,89.4,6.4,80.3,B
920654,24.6,73.0,3.7,100.0,A
786057,25.4,93.1,5.7,100.0,A
966309,22.8,88.0,7.1,99.0,A
660094,14.3,89.8,2.9,79.7,B
300505,19.2,67.9,6.6,93.7,A
849003,8.4,91.2,5.6,81.8,B
381747,7.5,78.9,3.8,44.7,D
372878,18.6,87.0,7.6,100.0,A
492132,10.9,94.8,5.0,76.5,B
875035,18.0,77.9,4.2,100.0,A
652804,22.7,77.3,8.4,100.0,A
279258,17.3,85.8,3.7,88.0,A
27698,10.6,81.5,4.5,61.5,C
628855,5.5,100.0,9.3,76.3,B
158701,7.1,92.9,6.1,57.9,C
841580,25.1,90.6,4.1,100.0,A
741444,17.8,80.0,2.1,89.4,A
580383,20.2,97.0,4.9,96.3,A
627290,22.4,76.4,5.3,98.3,A
423771,33.6,91.4,7.1,100.0,A
